Date,Product,Category,Region,Units,Revenue
2023-08-31,Jacket,Fashion,West,2,410
2024-08-03,Shoes,Fashion,North,7,6139
2023-06-22,Smartphone,Electronics,South,9,8253
2024-01-18,Laptop,Electronics,West,7,8358
2023-10-30,Headphones,Electronics,North,10,11320
2024-09-29,Sunglasses,Accessories,West,6,2310
2024-04-29,Blender,Home,West,4,3096
2024-08-11,Backpack,Accessories,West,4,3632
2023-11-28,Headphones,Electronics,North,10,3860
2024-01-26,Coffee Maker,Home,East,9,7794
2024-04-06,Backpack,Accessories,East,9,6138
2023-04-08,T-shirt,Fashion,South,2,1912
2024-02-02,Backpack,Accessories,West,2,2190
2023-12-21,Sunglasses,Accessories,West,7,1148
2024-06-02,T-shirt,Fashion,East,4,192
2024-04-30,Backpack,Accessories,East,2,246
2023-12-28,Coffee Maker,Home,East,8,8864
2023-04-28,Backpack,Accessories,North,4,4772
2023-08-27,Headphones,Electronics,West,8,1568
2023-11-30,Desk Lamp,Home,South,9,6786
2024-09-05,Headphones,Electronics,South,9,2916
2023-08-28,Shoes,Fashion,South,4,516
2024-02-28,Shoes,Fashion,South,4,84
2024-12-14,Sunglasses,Accessories,South,8,3168
2023-04-01,Shoes,Fashion,West,10,580
2023-04-27,Coffee Maker,Home,East,4,176
2024-06-24,T-shirt,Fashion,West,2,420
2024-09-17,Watch,Accessories,West,8,1984
2023-05-05,Coffee Maker,Home,East,4,4488
2023-07-21,T-shirt,Fashion,West,7,5740
2024-01-14,Backpack,Accessories,South,7,7924
2024-01-12,Desk Lamp,Home,West,2,1248
2023-05-09,Headphones,Electronics,South,4,4368
2024-02-26,Coffee Maker,Home,South,10,2550
2024-07-21,Backpack,Accessories,South,5,3725
2024-04-30,Backpack,Accessories,South,10,5560
2023-09-12,Coffee Maker,Home,East,9,621
2024-04-22,Blender,Home,West,2,2354
2024-04-05,Watch,Accessories,North,9,7020
2024-09-04,Watch,Accessories,West,10,9780
2023-05-06,Watch,Accessories,South,8,1408
2024-09-20,Sunglasses,Accessories,East,7,1204
2023-08-31,Coffee Maker,Home,South,6,5844
2024-11-05,Shoes,Fashion,West,2,1168
2024-11-13,Coffee Maker,Home,South,3,189
2024-04-15,T-shirt,Fashion,South,7,7399
2023-06-07,Headphones,Electronics,West,1,971
2024-07-07,Desk Lamp,Home,East,9,7902
2024-05-29,Shoes,Fashion,South,4,2552
2023-03-07,Jacket,Fashion,North,3,2970
2024-09-10,Sunglasses,Accessories,East,2,2174
2024-01-02,Smartphone,Electronics,North,9,7704
2024-06-10,Jacket,Fashion,West,4,4140
2023-11-07,T-shirt,Fashion,East,8,5736
2024-07-26,Headphones,Electronics,North,6,720
2024-01-17,Smartphone,Electronics,East,1,911
2024-10-24,Jacket,Fashion,West,4,3112
2024-12-14,T-shirt,Fashion,North,10,4840
2023-10-10,Laptop,Electronics,North,9,6714
2023-12-17,Backpack,Accessories,East,9,9702
2023-07-05,Headphones,Electronics,East,1,693
2023-10-03,Watch,Accessories,South,10,7140
2023-06-10,Watch,Accessories,South,3,1404
2023-01-10,T-shirt,Fashion,South,1,1092
2023-01-16,Shoes,Fashion,West,10,2920
2024-12-28,T-shirt,Fashion,East,6,930
2023-05-05,Headphones,Electronics,South,10,2150
2023-04-30,Backpack,Accessories,South,6,450
2023-11-15,Backpack,Accessories,West,3,1830
2024-02-01,T-shirt,Fashion,South,9,4194
2023-07-03,Smartphone,Electronics,North,1,1158
2024-10-24,Desk Lamp,Home,North,3,372
2023-01-12,Backpack,Accessories,West,3,471
2023-10-02,Shoes,Fashion,West,9,9918
2023-06-16,Laptop,Electronics,South,9,8784
2023-04-27,Watch,Accessories,West,3,1569
2023-01-02,Shoes,Fashion,West,1,925
2024-10-30,Desk Lamp,Home,North,4,3892
2023-07-31,Desk Lamp,Home,South,10,6640
2024-09-15,Headphones,Electronics,South,7,3192
2024-04-12,Watch,Accessories,South,4,3684
2024-09-09,Desk Lamp,Home,West,4,4240
2023-02-25,Blender,Home,West,7,5789
2024-04-22,Watch,Accessories,North,1,912
2023-04-13,Laptop,Electronics,South,9,6705
2024-05-30,Sunglasses,Accessories,East,4,1336
2023-08-01,Laptop,Electronics,South,7,2450
2023-07-10,Coffee Maker,Home,East,5,935
2023-12-14,Coffee Maker,Home,South,3,1941
2024-07-15,Shoes,Fashion,South,5,5310
2023-05-14,Headphones,Electronics,West,4,520
2024-08-21,Coffee Maker,Home,East,8,2624
2024-09-01,Backpack,Accessories,South,9,6858
2023-04-06,Laptop,Electronics,North,7,6951
2024-05-01,Coffee Maker,Home,North,2,1524
2023-04-14,Backpack,Accessories,East,3,693
2024-11-13,Sunglasses,Accessories,North,1,502
2023-02-25,Headphones,Electronics,North,8,2240
2024-02-21,T-shirt,Fashion,West,2,2116
2023-11-03,Shoes,Fashion,North,7,7784
2023-09-06,T-shirt,Fashion,West,7,5068
2024-08-11,Smartphone,Electronics,North,3,1560
2023-10-29,Desk Lamp,Home,South,1,373
2023-01-14,Blender,Home,South,10,11410
2023-06-26,Blender,Home,South,9,351
2023-10-17,Smartphone,Electronics,West,1,165
2024-06-10,Blender,Home,East,3,2037
2024-05-21,Headphones,Electronics,South,2,850
2023-01-15,Headphones,Electronics,South,4,1828
2024-01-29,Smartphone,Electronics,West,3,2481
2023-12-11,Smartphone,Electronics,West,10,2290
2023-08-04,Backpack,Accessories,West,10,8650
2023-07-24,Sunglasses,Accessories,North,3,3402
2024-03-01,Blender,Home,South,7,1155
2023-06-09,Laptop,Electronics,North,2,1478
2024-04-22,Shoes,Fashion,North,8,7168
2024-09-30,Watch,Accessories,North,2,1066
2024-04-29,Coffee Maker,Home,South,5,2305
2024-05-07,Backpack,Accessories,North,10,10420
2023-07-03,Watch,Accessories,West,8,8088
2024-10-04,Headphones,Electronics,East,2,1240
2023-05-28,Jacket,Fashion,West,6,3042
2023-08-04,T-shirt,Fashion,North,2,1314
2023-02-26,Shoes,Fashion,North,1,828
2024-02-19,Smartphone,Electronics,East,5,4075
2023-08-21,Coffee Maker,Home,South,10,3720
2024-03-27,Desk Lamp,Home,East,2,458
2024-03-16,Coffee Maker,Home,East,2,366
2023-08-21,Headphones,Electronics,East,7,4683
2024-03-24,Desk Lamp,Home,North,4,988
2024-01-16,Coffee Maker,Home,West,7,8106
2023-01-04,Shoes,Fashion,South,5,4570
2024-10-20,Desk Lamp,Home,North,10,10490
2024-04-09,Laptop,Electronics,West,10,7480
2024-11-13,Jacket,Fashion,South,6,4224
2024-02-26,Blender,Home,West,4,924
2024-02-15,Headphones,Electronics,North,8,6440
2023-04-24,Coffee Maker,Home,East,1,132
2024-06-04,Watch,Accessories,North,4,1264
2024-02-05,Backpack,Accessories,West,10,4090
2024-01-12,Watch,Accessories,North,7,2646
2023-04-25,Desk Lamp,Home,East,6,4806
2023-05-21,Jacket,Fashion,North,7,4627
2023-02-26,Backpack,Accessories,South,8,4088
2024-01-24,Jacket,Fashion,North,9,6201
2023-11-07,Watch,Accessories,East,1,93
2024-10-19,Blender,Home,West,4,2444
2023-03-21,T-shirt,Fashion,North,1,52
2023-05-20,Smartphone,Electronics,South,3,3528
2024-10-15,T-shirt,Fashion,South,3,150
2023-09-04,Laptop,Electronics,West,3,1815
2024-02-15,T-shirt,Fashion,North,8,3688
2024-05-12,Backpack,Accessories,West,8,3456
2024-12-01,T-shirt,Fashion,West,10,10380
2024-04-18,Backpack,Accessories,East,8,6416
2024-10-31,Smartphone,Electronics,West,6,972
2023-07-06,Shoes,Fashion,West,2,1364
2023-05-19,Shoes,Fashion,West,8,2352
2023-04-30,T-shirt,Fashion,West,7,1652
2023-09-23,Headphones,Electronics,West,5,2505
2023-01-04,Jacket,Fashion,South,10,6240
2024-04-27,Backpack,Accessories,South,3,3471
2024-02-28,Backpack,Accessories,South,6,1236
2023-07-02,Sunglasses,Accessories,East,9,9216
2024-01-18,Coffee Maker,Home,South,8,1160
2024-06-30,Jacket,Fashion,South,8,9096
2024-12-09,Backpack,Accessories,South,4,2056
2023-11-20,Sunglasses,Accessories,West,6,2232
2024-03-16,Laptop,Electronics,West,1,838
2024-12-30,Headphones,Electronics,West,8,1536
2024-02-14,Jacket,Fashion,South,7,5509
2023-12-05,Shoes,Fashion,East,10,11110
2024-11-06,Watch,Accessories,South,5,1310
2024-03-16,Jacket,Fashion,North,5,3270
2024-10-19,Smartphone,Electronics,South,10,2860
2023-02-05,T-shirt,Fashion,North,7,5362
2023-04-25,Desk Lamp,Home,South,5,2810
2024-05-11,Sunglasses,Accessories,South,9,6201
2024-09-15,Headphones,Electronics,West,9,5553
2023-02-14,Laptop,Electronics,West,4,520
2023-06-22,Smartphone,Electronics,East,9,2682
2024-12-31,Desk Lamp,Home,West,9,9801
2023-09-27,Headphones,Electronics,East,2,1304
2023-06-30,Shoes,Fashion,East,10,3330
2023-07-05,Desk Lamp,Home,East,7,2842
2023-05-30,Smartphone,Electronics,North,4,2684
2023-03-22,Desk Lamp,Home,South,8,6216
2024-06-05,Sunglasses,Accessories,East,1,425
2024-05-14,Shoes,Fashion,South,5,5875
2024-02-27,Smartphone,Electronics,West,7,3150
2024-04-16,Desk Lamp,Home,South,7,5600
2024-09-28,Laptop,Electronics,East,5,3405
2024-06-11,Backpack,Accessories,West,3,1938
2024-01-05,Desk Lamp,Home,North,10,4640
2023-03-27,Laptop,Electronics,East,7,238
2023-03-24,Headphones,Electronics,North,9,8919
2023-10-25,Headphones,Electronics,West,3,1344
2023-03-01,Shoes,Fashion,South,9,414
2024-04-21,Shoes,Fashion,South,4,2008
2023-03-04,Desk Lamp,Home,East,6,2682
2023-01-23,T-shirt,Fashion,North,4,572
2024-12-19,Desk Lamp,Home,West,3,402
2024-11-17,Desk Lamp,Home,East,2,128
2024-04-29,Watch,Accessories,South,1,776
2024-08-30,Sunglasses,Accessories,North,10,9310
2023-06-10,Shoes,Fashion,South,4,444
2024-04-04,Watch,Accessories,West,9,5553
2024-05-17,Shoes,Fashion,West,2,1968
2024-09-12,T-shirt,Fashion,East,6,4776
2023-03-06,T-shirt,Fashion,South,3,1488
2023-06-21,Jacket,Fashion,South,2,656
2024-06-26,Smartphone,Electronics,West,2,1768
2023-02-23,Blender,Home,West,3,1638
2023-07-25,Laptop,Electronics,East,10,7240
2023-02-15,Laptop,Electronics,West,5,5220
2023-08-21,T-shirt,Fashion,West,6,2808
2024-09-24,Sunglasses,Accessories,West,10,11470
2023-03-09,Watch,Accessories,East,8,1048
2023-10-13,Desk Lamp,Home,North,1,90
2023-06-03,Blender,Home,West,8,7128
2024-05-21,Laptop,Electronics,South,9,6984
2023-02-12,Jacket,Fashion,North,4,2260
2024-09-02,Backpack,Accessories,South,1,303
2024-03-27,Smartphone,Electronics,East,5,965
2024-03-22,Sunglasses,Accessories,South,6,1404
2024-12-26,Blender,Home,South,8,7816
2024-05-19,Jacket,Fashion,East,9,9063
2023-03-21,T-shirt,Fashion,South,7,7728
2023-02-20,T-shirt,Fashion,North,3,1917
2023-01-21,Smartphone,Electronics,South,3,1944
2023-10-29,Watch,Accessories,East,9,5301
2024-01-27,T-shirt,Fashion,East,1,898
2023-09-13,Laptop,Electronics,South,10,8960
2023-08-29,Backpack,Accessories,East,2,2240
2024-10-19,Blender,Home,North,3,129
2024-06-20,Desk Lamp,Home,North,10,5940
2024-11-12,Smartphone,Electronics,West,7,2233
2024-11-05,Headphones,Electronics,South,8,6264
2024-07-18,Smartphone,Electronics,South,8,9568
2024-08-11,T-shirt,Fashion,East,5,4870
2024-03-23,Headphones,Electronics,East,8,8456
2024-03-18,T-shirt,Fashion,East,4,2400
2023-04-08,Laptop,Electronics,South,10,8810
2023-02-02,Jacket,Fashion,West,8,9368
2023-05-29,Shoes,Fashion,West,7,7329
2024-03-06,Headphones,Electronics,West,2,200
2024-11-12,Headphones,Electronics,North,5,5590
2024-09-30,Laptop,Electronics,North,5,860
2023-08-11,Jacket,Fashion,East,1,155
2023-11-07,Desk Lamp,Home,North,4,4648
2024-12-01,Sunglasses,Accessories,South,2,1518
2024-03-11,Coffee Maker,Home,West,3,771
2023-10-10,Jacket,Fashion,West,4,248
2024-03-25,Blender,Home,North,2,2162
2024-12-19,Desk Lamp,Home,East,2,2152
2023-09-22,Blender,Home,North,7,6279
2023-06-29,Headphones,Electronics,West,10,530
2023-04-16,Jacket,Fashion,South,6,2916
2024-08-30,Sunglasses,Accessories,East,10,7350
2024-02-26,Jacket,Fashion,West,7,4571
2023-12-23,Sunglasses,Accessories,East,8,2472
2023-07-01,Backpack,Accessories,South,10,7710
2023-03-10,Laptop,Electronics,West,1,773
2024-04-06,Sunglasses,Accessories,North,3,1845
2023-01-04,Smartphone,Electronics,South,6,2964
2023-02-22,Desk Lamp,Home,North,7,4655
2024-09-28,Shoes,Fashion,South,10,8990
2023-04-18,Backpack,Accessories,South,10,4780
2024-12-25,Backpack,Accessories,South,4,1520
2023-09-29,Watch,Accessories,East,5,2135
2023-02-06,Headphones,Electronics,East,9,8622
2023-12-22,Jacket,Fashion,South,9,6786
2023-03-13,Laptop,Electronics,East,3,1395
2023-12-29,T-shirt,Fashion,South,4,704
2024-09-25,T-shirt,Fashion,West,9,9837
2024-08-11,Laptop,Electronics,West,6,4302
2023-01-21,Headphones,Electronics,South,1,178
2023-10-26,Coffee Maker,Home,West,10,9240
2024-04-15,Desk Lamp,Home,East,10,3820
2024-12-18,Coffee Maker,Home,South,9,9207
2024-02-15,Watch,Accessories,South,2,652
2023-08-18,Coffee Maker,Home,North,2,2256
2023-12-03,Backpack,Accessories,South,8,2640
2024-05-12,Sunglasses,Accessories,East,8,2312
2024-01-19,T-shirt,Fashion,West,6,7026
2024-12-21,Backpack,Accessories,North,9,729
2023-11-21,Backpack,Accessories,North,8,5824
2024-07-21,Backpack,Accessories,West,10,1590
2023-03-05,Backpack,Accessories,North,5,1980
2024-07-04,Smartphone,Electronics,East,2,1986
2023-11-05,Blender,Home,North,1,609
2024-03-04,Smartphone,Electronics,North,7,3185
2023-04-02,Smartphone,Electronics,East,1,477
2024-05-27,Smartphone,Electronics,East,3,588
2024-10-25,Watch,Accessories,West,4,4368
2023-11-05,Shoes,Fashion,South,9,423
2023-12-01,Laptop,Electronics,East,9,5229
2024-02-13,Backpack,Accessories,West,2,1190
2023-01-25,Headphones,Electronics,North,8,5088
2023-04-10,Headphones,Electronics,South,5,4250
2024-05-08,Shoes,Fashion,South,10,1590
2024-09-23,Desk Lamp,Home,East,5,5435
2024-05-02,Headphones,Electronics,South,4,108
2023-08-01,Sunglasses,Accessories,South,5,590
2023-06-05,Smartphone,Electronics,East,10,2370
2024-08-20,Sunglasses,Accessories,East,2,1820
2023-10-27,Blender,Home,North,1,171
2024-12-31,Smartphone,Electronics,South,9,3393
2023-11-02,Sunglasses,Accessories,West,8,8128
2023-03-05,Sunglasses,Accessories,East,5,5350
2024-03-23,Coffee Maker,Home,East,7,1477
2024-12-22,Headphones,Electronics,North,5,2080
2024-12-05,Backpack,Accessories,South,7,3738
2023-08-29,T-shirt,Fashion,East,5,1990
2024-03-02,Watch,Accessories,North,5,5050
2024-01-22,T-shirt,Fashion,East,8,3016
2023-08-26,Sunglasses,Accessories,South,10,3100
2023-01-22,Blender,Home,East,8,6056
2024-03-09,Backpack,Accessories,South,4,1660
2024-05-26,Backpack,Accessories,South,10,11240
2024-04-23,Jacket,Fashion,North,10,3870
2024-05-12,Jacket,Fashion,West,8,5776
2024-02-16,Laptop,Electronics,East,1,879
2023-12-06,Smartphone,Electronics,West,3,939
2023-05-15,Coffee Maker,Home,South,2,550
2023-05-16,T-shirt,Fashion,East,1,1016
2023-07-14,Blender,Home,West,7,6643
2024-04-16,Desk Lamp,Home,West,1,232
2024-08-18,Sunglasses,Accessories,South,10,5920
2024-08-11,Jacket,Fashion,West,10,7690
2024-06-03,Shoes,Fashion,North,5,4935
2024-04-27,Desk Lamp,Home,North,3,1815
2023-04-12,Sunglasses,Accessories,West,6,3408
2024-12-19,Blender,Home,South,6,2982
2024-08-01,Headphones,Electronics,North,7,7938
2024-01-07,T-shirt,Fashion,East,10,7190
2023-04-18,Watch,Accessories,South,1,931
2024-06-10,Desk Lamp,Home,East,6,2346
2024-01-06,Shoes,Fashion,South,3,333
2024-09-27,Shoes,Fashion,South,1,262
2024-07-15,Coffee Maker,Home,North,7,5173
2023-11-06,Headphones,Electronics,West,4,2560
2023-06-22,Smartphone,Electronics,West,7,2786
2024-04-13,Headphones,Electronics,South,6,3594
2023-01-08,Blender,Home,North,7,3052
2024-06-26,Smartphone,Electronics,East,5,465
2024-10-01,Shoes,Fashion,West,1,38
2024-07-23,Blender,Home,South,2,1878
2023-06-13,Jacket,Fashion,East,2,1576
2023-06-12,Headphones,Electronics,North,2,222
2024-03-15,Laptop,Electronics,North,1,621
2024-11-21,Laptop,Electronics,North,4,3128
2024-10-18,Blender,Home,West,9,10089
2024-12-24,Smartphone,Electronics,East,6,4242
2023-01-23,Watch,Accessories,South,5,4245
2024-09-10,Headphones,Electronics,North,3,2655
2024-11-01,Shoes,Fashion,North,2,112
2024-09-29,Backpack,Accessories,East,8,7712
2023-01-19,Watch,Accessories,West,7,2786
2024-01-12,Jacket,Fashion,North,4,1404
2023-08-13,T-shirt,Fashion,East,6,6912
2024-01-05,Blender,Home,South,7,6419
2023-08-21,Desk Lamp,Home,North,7,5278
2024-01-16,Sunglasses,Accessories,South,9,9909
2023-03-25,Sunglasses,Accessories,East,1,358
2024-06-29,T-shirt,Fashion,South,5,515
2023-09-29,Headphones,Electronics,South,4,2740
2024-07-23,Laptop,Electronics,South,6,5886
2024-09-15,Blender,Home,West,8,176
2024-09-15,Watch,Accessories,East,7,7063
2024-02-21,Laptop,Electronics,West,3,981
2024-02-21,Backpack,Accessories,North,7,3283
2024-05-17,Backpack,Accessories,East,1,1040
2023-11-30,Jacket,Fashion,South,10,8410
2024-03-21,Laptop,Electronics,South,3,105
2023-03-06,Shoes,Fashion,South,9,6885
2023-06-03,Laptop,Electronics,East,8,7568
2023-01-20,Headphones,Electronics,South,4,576
2023-09-18,Coffee Maker,Home,West,5,5645
2023-11-11,Watch,Accessories,East,6,864
2024-09-03,Backpack,Accessories,South,8,4080
2024-08-14,Jacket,Fashion,North,9,7074
2023-12-22,T-shirt,Fashion,East,8,7440
2023-03-27,Desk Lamp,Home,East,3,675
2023-04-29,Laptop,Electronics,South,1,1029
2023-07-21,Sunglasses,Accessories,East,9,4050
2024-04-06,Coffee Maker,Home,North,1,546
2024-03-02,Coffee Maker,Home,South,9,10368
2023-03-23,Sunglasses,Accessories,West,3,1902
2024-04-13,Coffee Maker,Home,West,3,573
2024-07-26,Sunglasses,Accessories,North,2,1980
2024-01-27,Laptop,Electronics,South,9,5067
2023-10-19,Coffee Maker,Home,West,6,4704
2023-12-07,Smartphone,Electronics,South,7,8071
2023-03-11,Jacket,Fashion,South,6,1554
2023-09-26,T-shirt,Fashion,West,10,5890
2024-01-22,Sunglasses,Accessories,South,8,3960
2024-06-06,T-shirt,Fashion,East,9,5679
2023-06-07,Shoes,Fashion,East,3,1071
2023-02-27,Jacket,Fashion,North,4,4212
2024-08-13,T-shirt,Fashion,West,5,3485
2024-08-05,Jacket,Fashion,West,9,4482
2023-10-11,Laptop,Electronics,North,3,1326
2024-10-12,Desk Lamp,Home,East,1,975
2024-07-03,Desk Lamp,Home,East,4,580
2024-05-21,Backpack,Accessories,East,10,10450
2023-01-31,T-shirt,Fashion,South,8,8568
2023-03-31,Smartphone,Electronics,West,1,437
2024-02-25,Smartphone,Electronics,North,8,1656
2024-09-05,Desk Lamp,Home,East,4,2880
2024-04-21,Smartphone,Electronics,West,10,6340
2024-04-21,Desk Lamp,Home,South,7,4473
2023-08-03,Desk Lamp,Home,West,10,3550
2023-12-18,Smartphone,Electronics,West,4,1836
2023-10-26,Backpack,Accessories,North,7,4865
2023-11-11,Backpack,Accessories,East,9,3177
2023-11-07,T-shirt,Fashion,North,7,2345
2024-08-20,Backpack,Accessories,North,6,2112
2023-10-03,Headphones,Electronics,South,10,2560
2024-09-29,Smartphone,Electronics,West,8,1232
2024-05-09,Jacket,Fashion,East,7,2317
2024-04-03,T-shirt,Fashion,East,3,1248
2024-06-17,Smartphone,Electronics,North,7,3871
2024-02-26,Jacket,Fashion,South,10,4160
2023-02-22,T-shirt,Fashion,North,10,3940
2023-04-30,Shoes,Fashion,South,6,3420
2024-07-18,Watch,Accessories,East,4,4312
2024-10-15,Watch,Accessories,South,1,315
2024-03-09,Shoes,Fashion,West,4,2700
2024-05-05,Blender,Home,West,9,1341
2023-09-28,Headphones,Electronics,South,6,3990
2024-08-17,Smartphone,Electronics,East,2,1230
2024-06-26,Headphones,Electronics,West,7,1407
2023-11-07,Smartphone,Electronics,West,3,2496
2024-04-20,Shoes,Fashion,East,6,6096
2023-05-25,Shoes,Fashion,East,5,5770
2024-10-24,Coffee Maker,Home,East,2,560
2024-03-24,Coffee Maker,Home,East,7,840
2023-02-06,Laptop,Electronics,North,9,1188
2023-10-11,Laptop,Electronics,West,1,596
2023-05-05,Smartphone,Electronics,South,1,995
2023-05-05,T-shirt,Fashion,South,5,5435
2023-12-03,Jacket,Fashion,West,7,8078
2024-04-30,Shoes,Fashion,North,4,1944
2024-11-25,Blender,Home,West,9,7911
2023-06-06,Sunglasses,Accessories,South,3,3417
2024-04-24,Headphones,Electronics,South,1,628
2023-03-13,Backpack,Accessories,East,5,4655
2023-03-12,Smartphone,Electronics,West,6,936
2023-04-20,Blender,Home,West,4,3248
2023-09-20,Watch,Accessories,West,7,6657
2024-03-19,Headphones,Electronics,East,9,6642
2023-10-06,Laptop,Electronics,South,7,1169
2023-05-09,T-shirt,Fashion,East,2,2078
2024-07-05,Jacket,Fashion,East,1,983
2024-01-18,Jacket,Fashion,West,9,3618
2023-08-09,Sunglasses,Accessories,North,9,3339
2023-02-02,Shoes,Fashion,North,2,2272
2023-10-03,Laptop,Electronics,West,7,7231
2024-02-03,T-shirt,Fashion,South,8,488
2024-10-08,Smartphone,Electronics,North,2,552
2023-10-14,Sunglasses,Accessories,West,3,936
2023-04-11,Desk Lamp,Home,North,7,6405
2024-04-04,Laptop,Electronics,South,10,520
2024-01-05,Desk Lamp,Home,North,9,10575
2024-11-04,Watch,Accessories,South,7,2051
2024-01-12,Watch,Accessories,East,7,4011
2024-09-19,Headphones,Electronics,North,9,1458
2024-12-10,Laptop,Electronics,North,10,1920
2024-01-08,Blender,Home,North,2,1042
2023-03-01,Sunglasses,Accessories,East,9,9720
2024-05-06,Coffee Maker,Home,South,8,2056
2024-03-11,Jacket,Fashion,East,5,3145
2024-10-21,Backpack,Accessories,North,2,262
2024-10-09,Coffee Maker,Home,South,2,914
2024-07-07,Backpack,Accessories,South,3,1557
2023-05-13,Coffee Maker,Home,West,2,1672
2024-05-07,Coffee Maker,Home,South,8,9400
2023-09-01,Blender,Home,East,7,630
2024-06-25,Watch,Accessories,West,7,2177
2023-01-02,Desk Lamp,Home,South,6,1062
2023-02-17,Headphones,Electronics,South,6,1614
2024-07-16,Smartphone,Electronics,South,8,6232
2024-12-25,Backpack,Accessories,South,3,1608
2024-07-27,Headphones,Electronics,South,2,732
2023-08-15,Blender,Home,East,10,9660
2024-04-06,Headphones,Electronics,North,6,2922
2024-09-23,Backpack,Accessories,South,7,3976
2023-02-24,Desk Lamp,Home,West,8,1560
2023-10-18,Sunglasses,Accessories,East,7,5019
2024-10-29,Jacket,Fashion,South,3,1941
2023-05-12,Smartphone,Electronics,East,1,99
2024-03-29,Backpack,Accessories,East,3,1242
2023-06-10,Desk Lamp,Home,East,2,156
2024-08-17,Blender,Home,South,1,629
2023-11-01,Blender,Home,North,5,4150
2024-11-28,Coffee Maker,Home,East,2,1464
2023-07-04,Smartphone,Electronics,East,3,2421
